trip_no,trip_id,orig_trip_id,route_no,route_id,orig_route_id,route_short_name,route_long_name,route_desc,route_type,route_used,begin_time,end_time,mileage
         1,MADSC-EB  ,MADSC-EB                        236,100340A   ,100340A                  ,98A                                     ,                                        ,Madison Street Streetcar                , 0, 0, 9999.9902,-9999.9902,    0.0000
      6417,21820862  ,21820862                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6418,21820868  ,21820868                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6419,21821083  ,21821083                          5,100265    ,100265                   ,71                                      ,                                        ,View Ridge                              , 3, 0, 9999.9902,-9999.9902,    0.0000
      6420,21821085  ,21821085                          5,100265    ,100265                   ,71                                      ,                                        ,View Ridge                              , 3, 0, 1344.2334, 1346.6333,    0.3467
      6421,21820761  ,21820761                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 2272.9500, 2340.0500,   11.9995
      6422,21820774  ,21820774                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6423,21820787  ,21820787                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6424,21820818  ,21820818                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 2381.1499, 2447.9834,   11.9350
      6425,21820831  ,21820831                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6426,21820844  ,21820844                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6427,15043808  ,15043808                        237,100479    ,100479                   ,LINK                                    ,                                        ,LINK to Sea-Tac                         , 0, 0, 9999.9902,-9999.9902,    0.0000
      6428,21649818  ,21649818                         39,100126    ,100126                   ,234                                     ,                                        ,Bellevue/Kirkland/Kenmore               , 3, 0, 9999.9902,-9999.9902,    0.0000
      6429,21649978  ,21649978                          6,102554    ,102554                   ,241                                     ,                                        ,Eastgate Factoria BTC Fall 11           , 3, 0, 9999.9902,-9999.9902,    0.0000
      6430,21649979  ,21649979                        141,102552    ,102552                   ,226                                     ,                                        ,BTC Crossroads Eastgate Fall 11         , 3, 0, 9999.9902,-9999.9902,    0.0000
      6431,21650103  ,21650103                          6,102554    ,102554                   ,241                                     ,                                        ,Eastgate Factoria BTC Fall 11           , 3, 0, 9999.9902,-9999.9902,    0.0000
      6432,21650120  ,21650120                          6,102554    ,102554                   ,241                                     ,                                        ,Eastgate Factoria BTC Fall 11           , 3, 0, 9999.9902,-9999.9902,    0.0000
      6433,21650125  ,21650125                          6,102554    ,102554                   ,241                                     ,                                        ,Eastgate Factoria BTC Fall 11           , 3, 0, 9999.9902,-9999.9902,    0.0000
      6434,21650128  ,21650128                          6,102554    ,102554                   ,241                                     ,                                        ,Eastgate Factoria BTC Fall 11           , 3, 0, 9999.9902,-9999.9902,    0.0000
      6435,21650129  ,21650129                          6,102554    ,102554                   ,241                                     ,                                        ,Eastgate Factoria BTC Fall 11           , 3, 0, 9999.9902,-9999.9902,    0.0000
      6436,21650132  ,21650132                          6,102554    ,102554                   ,241                                     ,                                        ,Eastgate Factoria BTC Fall 11           , 3, 0, 9999.9902,-9999.9902,    0.0000
      6437,21650152  ,21650152                        141,102552    ,102552                   ,226                                     ,                                        ,BTC Crossroads Eastgate Fall 11         , 3, 0, 9999.9902,-9999.9902,    0.0000
      6438,21650173  ,21650173                        141,102552    ,102552                   ,226                                     ,                                        ,BTC Crossroads Eastgate Fall 11         , 3, 0, 2357.8999, 2401.9333,   10.0265
      6439,21650176  ,21650176                        141,102552    ,102552                   ,226                                     ,                                        ,BTC Crossroads Eastgate Fall 11         , 3, 0, 9999.9902,-9999.9902,    0.0000
      6440,21650179  ,21650179                        141,102552    ,102552                   ,226                                     ,                                        ,BTC Crossroads Eastgate Fall 11         , 3, 0, 9999.9902,-9999.9902,    0.0000
      6441,21650182  ,21650182                        141,102552    ,102552                   ,226                                     ,                                        ,BTC Crossroads Eastgate Fall 11         , 3, 0, 9999.9902,-9999.9902,    0.0000
      6442,21650185  ,21650185                        141,102552    ,102552                   ,226                                     ,                                        ,BTC Crossroads Eastgate Fall 11         , 3, 0, 9999.9902,-9999.9902,    0.0000
      6443,21650192  ,21650192                        141,102552    ,102552                   ,226                                     ,                                        ,BTC Crossroads Eastgate Fall 11         , 3, 0, 9999.9902,-9999.9902,    0.0000
      6444,21650322  ,21650322                         29,100156    ,100156                   ,265                                     ,                                        ,Redmond/Seattle Express                 , 3, 0, 2440.8667, 2474.9668,   10.9946
      6445,21650803  ,21650803                          6,102554    ,102554                   ,241                                     ,                                        ,Eastgate Factoria BTC Fall 11           , 3, 0, 2323.9333, 2349.9668,    5.8855
      6446,21845530  ,21845530                          6,102554    ,102554                   ,241                                     ,                                        ,Eastgate Factoria BTC Fall 11           , 3, 0, 9999.9902,-9999.9902,    0.0000
      6447,21649570  ,21649570                         85,100152    ,100152                   ,260                                     ,                                        ,Seattle/Juanita/Finn Hill               , 3, 0, 2383.1667, 2450.6499,   20.2455
      6448,21649621  ,21649621                         60,100160    ,100160                   ,269                                     ,                                        ,Issaquah Plateau                        , 3, 0, 2263.8501, 2326.3000,   18.6025
      6449,21650839  ,21650839                        144,100103    ,100103                   ,211                                     ,                                        ,Issa Hlnds PR\Eastgate\First Hill 911   , 3, 0, 2381.5166, 2437.0166,   17.7140
      6450,21649533  ,21649533                        188,100168    ,100168                   ,277                                     ,                                        ,Totem Lake/U Dist.                      , 3, 0, 2385.1333, 2446.0000,   14.8248
      6451,21649640  ,21649640                        156,100128    ,100128                   ,236                                     ,                                        ,Woodinville/KTC shuttle                 , 3, 0, 2280.0332, 2328.0000,   11.5995
      6452,21649648  ,21649648                        156,100128    ,100128                   ,236                                     ,                                        ,Woodinville/KTC shuttle                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6453,21649657  ,21649657                        156,100128    ,100128                   ,236                                     ,                                        ,Woodinville/KTC shuttle                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6454,21649672  ,21649672                        156,100128    ,100128                   ,236                                     ,                                        ,Woodinville/KTC shuttle                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6455,21649680  ,21649680                        156,100128    ,100128                   ,236                                     ,                                        ,Woodinville/KTC shuttle                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6456,21649689  ,21649689                        156,100128    ,100128                   ,236                                     ,                                        ,Woodinville/KTC shuttle                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6457,21649863  ,21649863                        120,100130    ,100130                   ,238                                     ,                                        ,UWB Bothell CC/KTC shuttle              , 3, 0, 9999.9902,-9999.9902,    0.0000
      6458,21649871  ,21649871                        120,100130    ,100130                   ,238                                     ,                                        ,UWB Bothell CC/KTC shuttle              , 3, 0, 9999.9902,-9999.9902,    0.0000
      6459,21649880  ,21649880                        120,100130    ,100130                   ,238                                     ,                                        ,UWB Bothell CC/KTC shuttle              , 3, 0, 9999.9902,-9999.9902,    0.0000
      6460,21381068  ,21381068                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 2444.7334, 2499.9834,    9.8668
      6461,21381076  ,21381076                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 2279.7500, 2339.9834,    9.8668
      6462,21381085  ,21381085                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6463,21381094  ,21381094                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6464,21381103  ,21381103                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6465,21382087  ,21382087                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 2372.9834, 2434.8667,   10.2622
      6466,21382096  ,21382096                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6467,21382105  ,21382105                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6468,21382114  ,21382114                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6469,21381072  ,21381072                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 2354.7334, 2419.9834,    9.8668
      6470,21381081  ,21381081                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6471,21381089  ,21381089                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6472,21381099  ,21381099                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6473,21381111  ,21381111                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6474,21381117  ,21381117                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6475,21382092  ,21382092                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 2270.9834, 2334.8667,   10.2622
      6476,21382100  ,21382100                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6477,21382109  ,21382109                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6478,21382119  ,21382119                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6479,21382125  ,21382125                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6480,21382130  ,21382130                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6481,21381078  ,21381078                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6482,21381087  ,21381087                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6483,21381096  ,21381096                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6484,21381104  ,21381104                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6485,21382089  ,21382089                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 2332.9834, 2394.8667,   10.2622
      6486,21382098  ,21382098                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6487,21382107  ,21382107                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6488,21382133  ,21382133                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6489,21381090  ,21381090                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6490,21382101  ,21382101                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6491,21382110  ,21382110                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6492,21382965  ,21382965                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6493,21382967  ,21382967                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 2463.0166, 2512.9500,   10.2633
      6494,21382968  ,21382968                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 2332.0166, 2387.9500,   10.2633
      6495,21382971  ,21382971                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6496,21382973  ,21382973                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6497,21382976  ,21382976                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 2411.6667, 2461.0332,    8.0900
      6498,21382978  ,21382978                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 2280.6667, 2330.0332,    8.0900
      6499,21382980  ,21382980                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6500,21382982  ,21382982                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6501,21382987  ,21382987                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6502,21382990  ,21382990                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6503,21383007  ,21383007                         41,100140    ,100140                   ,25                                      ,                                        ,Laurelhurst-Lakeview                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6504,21382957  ,21382957                         31,100212    ,100212                   ,37                                      ,                                        ,Alki                                    , 3, 0, 2449.6499, 2501.5332,   13.0638
      6505,21382986  ,21382986                         31,100212    ,100212                   ,37                                      ,                                        ,Alki                                    , 3, 0, 2479.6499, 2529.5332,   13.0638
      6506,21382959  ,21382959                         31,100212    ,100212                   ,37                                      ,                                        ,Alki                                    , 3, 0, 2419.6001, 2473.5332,   13.0638
      6507,21382954  ,21382954                         31,100212    ,100212                   ,37                                      ,                                        ,Alki                                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6508,21382953  ,21382953                         31,100212    ,100212                   ,37                                      ,                                        ,Alki                                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6509,21381070  ,21381070                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 2396.7334, 2459.9834,    9.8668
      6510,21381079  ,21381079                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 9999.9902,-9999.9902,    0.0000
      6511,21382090  ,21382090                          8,100053    ,100053                   ,16                                      ,                                        ,Meridian                                , 3, 0, 2312.9834, 2374.8667,   10.2622
      6512,21381756  ,21381756                        175,100289    ,100289                   ,9                                       ,                                        ,broadway  /  rainier                    , 3, 0, 2330.1833, 2374.8501,    8.1165
      6513,21381916  ,21381916                        175,100289    ,100289                   ,9                                       ,                                        ,broadway  /  rainier                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6514,21381918  ,21381918                        175,100289    ,100289                   ,9                                       ,                                        ,broadway  /  rainier                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6515,21381919  ,21381919                        175,100289    ,100289                   ,9                                       ,                                        ,broadway  /  rainier                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6516,21381920  ,21381920                        175,100289    ,100289                   ,9                                       ,                                        ,broadway  /  rainier                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6517,21381923  ,21381923                        175,100289    ,100289                   ,9                                       ,                                        ,broadway  /  rainier                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6518,21381924  ,21381924                        175,100289    ,100289                   ,9                                       ,                                        ,broadway  /  rainier                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6519,21381926  ,21381926                        175,100289    ,100289                   ,9                                       ,                                        ,broadway  /  rainier                    , 3, 0, 9999.9902,-9999.9902,    0.0000
      6520,21381819  ,21381819                        179,100012    ,100012                   ,113                                     ,                                        ,Shorewood  White Center  CBD via SR509  , 3, 0, 9999.9902,-9999.9902,    0.0000
      6521,21381829  ,21381829                        179,100012    ,100012                   ,113                                     ,                                        ,Shorewood  White Center  CBD via SR509  , 3, 0, 9999.9902,-9999.9902,    0.0000
      6522,21820858  ,21820858                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6523,21820762  ,21820762                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 2257.9500, 2325.0500,   11.9995
      6524,21820775  ,21820775                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6525,21820788  ,21820788                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6526,21820819  ,21820819                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 2366.1499, 2432.9834,   11.9350
      6527,21820832  ,21820832                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6528,21820845  ,21820845                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6529,21820859  ,21820859                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6530,21820756  ,21820756                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 2348.9500, 2420.0332,   11.9995
      6531,21820768  ,21820768                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6532,21820781  ,21820781                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6533,21820795  ,21820795                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6534,21820826  ,21820826                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 2263.1499, 2328.9834,   11.9350
      6535,21820838  ,21820838                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6536,21820852  ,21820852                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6537,21820764  ,21820764                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6538,21820777  ,21820777                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6539,21820791  ,21820791                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6540,21820821  ,21820821                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 2336.1499, 2402.9834,   11.9350
      6541,21820834  ,21820834                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6542,21820848  ,21820848                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6543,21820635  ,21820635                         23,100263    ,100263                   ,7                                       ,                                        ,Route 7                                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6544,21820636  ,21820636                         65,100278    ,100278                   ,83                                      ,                                        ,Univ Dist/Ravenna Night Owl             , 3, 0, 9999.9902,-9999.9902,    0.0000
      6545,21820637  ,21820637                         65,100278    ,100278                   ,83                                      ,                                        ,Univ Dist/Ravenna Night Owl             , 3, 0, 9999.9902,-9999.9902,    0.0000
      6546,21820645  ,21820645                         23,100263    ,100263                   ,7                                       ,                                        ,Route 7                                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6547,21820771  ,21820771                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6548,21820784  ,21820784                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6549,21820799  ,21820799                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6550,21820802  ,21820802                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6551,21820807  ,21820807                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6552,21820841  ,21820841                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6553,21820856  ,21820856                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6554,21820864  ,21820864                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6555,21820869  ,21820869                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6556,21820790  ,21820790                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6557,21820804  ,21820804                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6558,21820809  ,21820809                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6559,21820847  ,21820847                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6560,21820860  ,21820860                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6561,21820867  ,21820867                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6562,22356779  ,22356779                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6563,21820798  ,21820798                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6564,21820855  ,21820855                        134,102574    ,102574                   ,40                                      ,                                        ,CBD-NGTC via Fremont & Ballard          , 3, 0, 9999.9902,-9999.9902,    0.0000
      6565,21820163  ,21820163                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 1820.2334, 1822.6333,    0.3467
      6566,21820182  ,21820182                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6567,21820199  ,21820199                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 1610.2334, 1612.6333,    0.3467
      6568,21820327  ,21820327                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6569,21820373  ,21820373                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 2380.7334, 2414.8833,    7.8573
      6570,21820382  ,21820382                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6571,21820393  ,21820393                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 1430.2334, 1432.6333,    0.3467
      6572,21820475  ,21820475                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6573,21820496  ,21820496                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6574,21820497  ,21820497                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6575,21820524  ,21820524                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6576,21820525  ,21820525                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6577,21820526  ,21820526                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6578,21820575  ,21820575                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6579,21820580  ,21820580                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6580,21820581  ,21820581                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6581,21820583  ,21820583                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 2327.2666, 2380.7334,   11.2189
      6582,21820924  ,21820924                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6583,21820939  ,21820939                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 2255.2334, 2257.6333,    0.3467
      6584,21820946  ,21820946                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 2045.2334, 2047.6333,    0.3467
      6585,21820179  ,21820179                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6586,21820325  ,21820325                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 2501.7666, 2532.8833,    7.8573
      6587,21820329  ,21820329                         73,100101    ,100101                   ,21                                      ,                                        ,35  Av SW/Arbor Heights                 , 3, 0, 9999.9902,-9999.9902,    0.0000
      6588,21820452  ,21820452                         90,100229    ,100229                   ,5                                       ,                                        ,Greenwood/SCC/Northgate                 , 3, 0, 9999.9902,-9999.9902,    0.0000
