stop_no,stop_id,orig_stop_id,stop_name,stop_desc,stop_pnrtype,stop_used,stop_usedFG,stop_lat,stop_lon
        46,Z00000046>,TLSBWD-  76              ,Zone - 53061   630                      ,Zone - 53061   630                      , 0, 0, 0,   47.964695, -122.022102
        47,Z00000047>,TLSBWD-  76              ,Zone - 53061   535                      ,Zone - 53061   535                      , 0, 0, 0,   47.984669, -122.180847
        48,Z00000048>,TLSBWD-  76              ,Zone - 53061   534                      ,Zone - 53061   534                      , 0, 0, 0,   47.985977, -122.212189
        49,Z00000049>,TLSBWD-  76              ,Zone - 53061   640                      ,Zone - 53061   640                      , 0, 0, 0,   47.964859, -122.068588
        50,Z00000050>,TLSBWD-  76              ,Zone - 53061   536                      ,Zone - 53061   536                      , 0, 0, 0,   47.971863, -122.193695
        51,Z00000051>,TLSBWD-  76              ,Zone - 53061   538                      ,Zone - 53061   538                      , 0, 0, 0,   47.976360, -122.217911
        52,Z00000052>,TLSBWD-  76              ,Zone - 53061   537                      ,Zone - 53061   537                      , 0, 0, 0,   47.977043, -122.206497
        53,Z00000053>,TLSBWD-  76              ,Zone - 53061   671                      ,Zone - 53061   671                      , 0, 0, 0,   47.907448, -121.685211
        54,Z00000054>,TLSBWD-  76              ,Zone - 53061   634                      ,Zone - 53061   634                      , 0, 0, 0,   47.963539, -122.114685
        55,Z00000055>,TLSBWD-  76              ,Zone - 53061   539                      ,Zone - 53061   539                      , 0, 0, 0,   47.961121, -122.238243
        56,Z00000056>,TLSBWD-  76              ,Zone - 53061   540                      ,Zone - 53061   540                      , 0, 0, 0,   47.966469, -122.210281
        57,Z00000057>,TLSBWD-  76              ,Zone - 53061   628                      ,Zone - 53061   628                      , 0, 0, 0,   47.918980, -121.940376
        58,Z00000058>,TLSBWD-  76              ,Zone - 53061   629                      ,Zone - 53061   629                      , 0, 0, 0,   47.903725, -121.887375
        59,Z00000059>,TLSBWD-  76              ,Zone - 53061   550                      ,Zone - 53061   550                      , 0, 0, 0,   47.946518, -122.184692
        60,Z00000060>,TLSBWD-  76              ,Zone - 53061   548                      ,Zone - 53061   548                      , 0, 0, 0,   47.951721, -122.202446
        61,Z00000061>,TLSBWD-  76              ,Zone - 53061   541                      ,Zone - 53061   541                      , 0, 0, 0,   47.956318, -122.216743
        62,Z00000062>,TLSBWD-  76              ,Zone - 53061   542                      ,Zone - 53061   542                      , 0, 0, 0,   47.947769, -122.219086
        63,Z00000063>,TLSBWD-  76              ,Zone - 53061   547                      ,Zone - 53061   547                      , 0, 0, 0,   47.952244, -122.273849
        64,Z00000064>,TLSBWD-  76              ,Zone - 53061   545                      ,Zone - 53061   545                      , 0, 0, 0,   47.939846, -122.262650
        65,Z00000065>,TLSBWD-  76              ,Zone - 53061   546                      ,Zone - 53061   546                      , 0, 0, 0,   47.939117, -122.295044
        66,Z00000066>,TLSBWD-  76              ,Zone - 53061   543                      ,Zone - 53061   543                      , 0, 0, 0,   47.944118, -122.237457
        67,Z00000067>,TLSBWD-  76              ,Zone - 53061   635                      ,Zone - 53061   635                      , 0, 0, 0,   47.931389, -122.116547
        68,Z00000068>,TLSBWD-  76              ,Zone - 53061   549                      ,Zone - 53061   549                      , 0, 0, 0,   47.930481, -122.204193
        69,Z00000069>,TLSBWD-  76              ,Zone - 53035   895                      ,Zone - 53035   895                      , 0, 0, 0,   47.854980, -122.577873
        70,Z00000070>,TLSBWD-  76              ,Zone - 53061   632                      ,Zone - 53061   632                      , 0, 0, 0,   47.919449, -122.091087
        71,Z00000071>,TLSBWD-  76              ,Zone - 53061   544                      ,Zone - 53061   544                      , 0, 0, 0,   47.928246, -122.223938
        72,Z00000072>,TLSBWD-  76              ,Zone - 53061   631                      ,Zone - 53061   631                      , 0, 0, 0,   47.908157, -122.032425
        73,Z00000073>,TLSBWD-  76              ,Zone - 53061   551                      ,Zone - 53061   551                      , 0, 0, 0,   47.917847, -122.193939
        74,Z00000074>,TLSBWD-  76              ,Zone - 53061   616                      ,Zone - 53061   616                      , 0, 0, 0,   47.878773, -122.101677
        75,Z00000075>,TLSBWD-  76              ,Zone - 53061   563                      ,Zone - 53061   563                      , 0, 0, 0,   47.898067, -122.279282
        76,Z00000076>,TLSBWD-  76              ,Zone - 53061   567                      ,Zone - 53061   567                      , 0, 0, 0,   47.909119, -122.310402
        77,Z00000077>,TLSBWD-  76              ,Zone - 53061   564                      ,Zone - 53061   564                      , 0, 0, 0,   47.915234, -122.256142
        78,Z00000078>,TLSBWD-  76              ,Zone - 53061   565                      ,Zone - 53061   565                      , 0, 0, 0,   47.915234, -122.237785
        79,Z00000079>,TLSBWD-  76              ,Zone - 53061   558                      ,Zone - 53061   558                      , 0, 0, 0,   47.913467, -122.225548
        80,Z00000080>,TLSBWD-  76              ,Zone - 53035   896                      ,Zone - 53035   896                      , 0, 0, 0,   47.829990, -122.513397
        81,Z00000081>,TLSBWD-  76              ,Zone - 53061   559                      ,Zone - 53061   559                      , 0, 0, 0,   47.903019, -122.231781
        82,Z00000082>,TLSBWD-  76              ,Zone - 53061   554                      ,Zone - 53061   554                      , 0, 0, 0,   47.899471, -122.171417
        83,Z00000083>,TLSBWD-  76              ,Zone - 53061   566                      ,Zone - 53061   566                      , 0, 0, 0,   47.898369, -122.256744
        84,Z00000084>,TLSBWD-  76              ,Zone - 53061   557                      ,Zone - 53061   557                      , 0, 0, 0,   47.892868, -122.218491
        85,Z00000085>,TLSBWD-  76              ,Zone - 53061   552                      ,Zone - 53061   552                      , 0, 0, 0,   47.899918, -122.196289
        86,Z00000086>,TLSBWD-  76              ,Zone - 53061   625                      ,Zone - 53061   625                      , 0, 0, 0,   47.881184, -121.979897
        87,Z00000087>,TLSBWD-  76              ,Zone - 53061   569                      ,Zone - 53061   569                      , 0, 0, 0,   47.895493, -122.298805
        88,Z00000088>,TLSBWD-  76              ,Zone - 53061   568                      ,Zone - 53061   568                      , 0, 0, 0,   47.885242, -122.306740
        89,Z00000089>,TLSBWD-  76              ,Zone - 53061   555                      ,Zone - 53061   555                      , 0, 0, 0,   47.887318, -122.164894
        90,Z00000090>,TLSBWD-  76              ,Zone - 53061   560                      ,Zone - 53061   560                      , 0, 0, 0,   47.889217, -122.248695
        91,Z00000091>,TLSBWD-  76              ,Zone - 53061   561                      ,Zone - 53061   561                      , 0, 0, 0,   47.889217, -122.227486
        92,Z00000092>,TLSBWD-  76              ,Zone - 53061   670                      ,Zone - 53061   670                      , 0, 0, 0,   47.866814, -121.825867
        93,Z00000093>,TLSBWD-  76              ,Zone - 53061   553                      ,Zone - 53061   553                      , 0, 0, 0,   47.885414, -122.196144
        94,Z00000094>,TLSBWD-  76              ,Zone - 53061   619                      ,Zone - 53061   619                      , 0, 0, 0,   47.862629, -122.137695
        95,Z00000095>,TLSBWD-  76              ,Zone - 53061   626                      ,Zone - 53061   626                      , 0, 0, 0,   47.866146, -122.017830
        96,Z00000096>,TLSBWD-  76              ,Zone - 53061   562                      ,Zone - 53061   562                      , 0, 0, 0,   47.874470, -122.257591
        97,Z00000097>,TLSBWD-  76              ,Zone - 53061   571                      ,Zone - 53061   571                      , 0, 0, 0,   47.873367, -122.289192
        98,Z00000098>,TLSBWD-  76              ,Zone - 53061   556                      ,Zone - 53061   556                      , 0, 0, 0,   47.865669, -122.231934
        99,Z00000099>,TLSBWD-  76              ,Zone - 53061   570                      ,Zone - 53061   570                      , 0, 0, 0,   47.871506, -122.318176
       100,Z00000100>,TLSBWD-  76              ,Zone - 53061   610                      ,Zone - 53061   610                      , 0, 0, 0,   47.866764, -122.202194
       101,Z00000101>,TLSBWD-  76              ,Zone - 53061   614                      ,Zone - 53061   614                      , 0, 0, 0,   47.856171, -122.178101
       102,Z00000102>,TLSBWD-  76              ,Zone - 53061   618                      ,Zone - 53061   618                      , 0, 0, 0,   47.869175, -122.153816
       103,Z00000103>,TLSBWD-  76              ,Zone - 53061   622                      ,Zone - 53061   622                      , 0, 0, 0,   47.855610, -122.106590
       104,Z00000104>,TLSBWD-  76              ,Zone - 53061   611                      ,Zone - 53061   611                      , 0, 0, 0,   47.856270, -122.202080
       105,Z00000105>,TLSBWD-  76              ,Zone - 53061   593                      ,Zone - 53061   593                      , 0, 0, 0,   47.857536, -122.269791
       106,Z00000106>,TLSBWD-  76              ,Zone - 53061   627                      ,Zone - 53061   627                      , 0, 0, 0,   47.843796, -122.000710
       107,Z00000107>,TLSBWD-  76              ,Zone - 53061   572                      ,Zone - 53061   572                      , 0, 0, 0,   47.857311, -122.318443
       108,Z00000108>,TLSBWD-  76              ,Zone - 53061   573                      ,Zone - 53061   573                      , 0, 0, 0,   47.857117, -122.292793
       109,Z00000109>,TLSBWD-  76              ,Zone - 53061   617                      ,Zone - 53061   617                      , 0, 0, 0,   47.848778, -122.151741
       110,Z00000110>,TLSBWD-  76              ,Zone - 53061   612                      ,Zone - 53061   612                      , 0, 0, 0,   47.851120, -122.197548
       111,Z00000111>,TLSBWD-  76              ,Zone - 53061   574                      ,Zone - 53061   574                      , 0, 0, 0,   47.845455, -122.335091
       112,Z00000112>,TLSBWD-  76              ,Zone - 53035   898                      ,Zone - 53035   898                      , 0, 0, 0,   47.801208, -122.624481
       113,Z00000113>,TLSBWD-  76              ,Zone - 53061   594                      ,Zone - 53061   594                      , 0, 0, 0,   47.841354, -122.275650
       114,Z00000114>,TLSBWD-  76              ,Zone - 53061   589                      ,Zone - 53061   589                      , 0, 0, 0,   47.844978, -122.309143
       115,Z00000115>,TLSBWD-  76              ,Zone - 53061   604                      ,Zone - 53061   604                      , 0, 0, 0,   47.837574, -122.241249
       116,Z00000116>,TLSBWD-  76              ,Zone - 53061   606                      ,Zone - 53061   606                      , 0, 0, 0,   47.829315, -122.203636
       117,Z00000117>,TLSBWD-  76              ,Zone - 53061   591                      ,Zone - 53061   591                      , 0, 0, 0,   47.833820, -122.303940
       118,Z00000118>,TLSBWD-  76              ,Zone - 53061   613                      ,Zone - 53061   613                      , 0, 0, 0,   47.839890, -122.200790
       119,Z00000119>,TLSBWD-  76              ,Zone - 53061   620                      ,Zone - 53061   620                      , 0, 0, 0,   47.824497, -122.152664
       120,Z00000120>,TLSBWD-  76              ,Zone - 53061   621                      ,Zone - 53061   621                      , 0, 0, 0,   47.823849, -122.097794
       121,Z00000121>,TLSBWD-  76              ,Zone - 53061   595                      ,Zone - 53061   595                      , 0, 0, 0,   47.837418, -122.275238
       122,Z00000122>,TLSBWD-  76              ,Zone - 53061   592                      ,Zone - 53061   592                      , 0, 0, 0,   47.831871, -122.285439
       123,Z00000123>,TLSBWD-  76              ,Zone - 53061   590                      ,Zone - 53061   590                      , 0, 0, 0,   47.833767, -122.315193
       124,Z00000124>,TLSBWD-  76              ,Zone - 53061   575                      ,Zone - 53061   575                      , 0, 0, 0,   47.827930, -122.358086
       125,Z00000125>,TLSBWD-  76              ,Zone - 53061   596                      ,Zone - 53061   596                      , 0, 0, 0,   47.828396, -122.271996
       126,Z00000126>,TLSBWD-  76              ,Zone - 53061   597                      ,Zone - 53061   597                      , 0, 0, 0,   47.817837, -122.272293
       127,Z00000127>,TLSBWD-  76              ,Zone - 53061   588                      ,Zone - 53061   588                      , 0, 0, 0,   47.819260, -122.323540
       128,Z00000128>,TLSBWD-  76              ,Zone - 53061   624                      ,Zone - 53061   624                      , 0, 0, 0,   47.803204, -122.012444
       129,Z00000129>,TLSBWD-  76              ,Zone - 53061   623                      ,Zone - 53061   623                      , 0, 0, 0,   47.803036, -122.078201
       130,Z00000130>,TLSBWD-  76              ,Zone - 53061   605                      ,Zone - 53061   605                      , 0, 0, 0,   47.811218, -122.230766
       131,Z00000131>,TLSBWD-  76              ,Zone - 53061   600                      ,Zone - 53061   600                      , 0, 0, 0,   47.808411, -122.247086
       132,Z00000132>,TLSBWD-  76              ,Zone - 53061   587                      ,Zone - 53061   587                      , 0, 0, 0,   47.810669, -122.306488
       133,Z00000133>,TLSBWD-  76              ,Zone - 53061   576                      ,Zone - 53061   576                      , 0, 0, 0,   47.814217, -122.348640
       134,Z00000134>,TLSBWD-  76              ,Zone - 53061   601                      ,Zone - 53061   601                      , 0, 0, 0,   47.805721, -122.225540
       135,Z00000135>,TLSBWD-  76              ,Zone - 53061   578                      ,Zone - 53061   578                      , 0, 0, 0,   47.804218, -122.380898
       136,Z00000136>,TLSBWD-  76              ,Zone - 53061   608                      ,Zone - 53061   608                      , 0, 0, 0,   47.795048, -122.193306
       137,Z00000137>,TLSBWD-  76              ,Zone - 53035   897                      ,Zone - 53035   897                      , 0, 0, 0,   47.767952, -122.675667
       138,Z00000138>,TLSBWD-  76              ,Zone - 53061   607                      ,Zone - 53061   607                      , 0, 0, 0,   47.794270, -122.162384
       139,Z00000139>,TLSBWD-  76              ,Zone - 53061   577                      ,Zone - 53061   577                      , 0, 0, 0,   47.805069, -122.346878
       140,Z00000140>,TLSBWD-  76              ,Zone - 53061   598                      ,Zone - 53061   598                      , 0, 0, 0,   47.798698, -122.269073
       141,Z00000141>,TLSBWD-  76              ,Zone - 53061   583                      ,Zone - 53061   583                      , 0, 0, 0,   47.792419, -122.319542
       142,Z00000142>,TLSBWD-  76              ,Zone - 53061   585                      ,Zone - 53061   585                      , 0, 0, 0,   47.798195, -122.307053
       143,Z00000143>,TLSBWD-  76              ,Zone - 53061   586                      ,Zone - 53061   586                      , 0, 0, 0,   47.791821, -122.289604
       144,Z00000144>,TLSBWD-  76              ,Zone - 53061   609                      ,Zone - 53061   609                      , 0, 0, 0,   47.790169, -122.115189
       145,Z00000145>,TLSBWD-  76              ,Zone - 53061   579                      ,Zone - 53061   579                      , 0, 0, 0,   47.790569, -122.387169
       146,Z00000146>,TLSBWD-  76              ,Zone - 53061   581                      ,Zone - 53061   581                      , 0, 0, 0,   47.789127, -122.351341
       147,Z00000147>,TLSBWD-  76              ,Zone - 53061   582                      ,Zone - 53061   582                      , 0, 0, 0,   47.788586, -122.336388
       148,Z00000148>,TLSBWD-  76              ,Zone - 53061   580                      ,Zone - 53061   580                      , 0, 0, 0,   47.787354, -122.361740
       149,Z00000149>,TLSBWD-  76              ,Zone - 53061   584                      ,Zone - 53061   584                      , 0, 0, 0,   47.784618, -122.307991
       150,Z00000150>,TLSBWD-  76              ,Zone - 53061   599                      ,Zone - 53061   599                      , 0, 0, 0,   47.784321, -122.272041
       151,Z00000151>,TLSBWD-  76              ,Zone - 53061   602                      ,Zone - 53061   602                      , 0, 0, 0,   47.784069, -122.246834
       152,Z00000152>,TLSBWD-  76              ,Zone - 53061   603                      ,Zone - 53061   603                      , 0, 0, 0,   47.783768, -122.211990
       153,Z00000153>,TLSBWD-  76              ,Zone - 53033   528                      ,Zone - 53033   528                      , 0, 0, 0,   47.625061, -121.455032
       154,Z00000154>,TLSBWD-  76              ,Zone - 53033   219                      ,Zone - 53033   219                      , 0, 0, 0,   47.769802, -122.386787
       155,Z00000155>,TLSBWD-  76              ,Zone - 53033   220                      ,Zone - 53033   220                      , 0, 0, 0,   47.770569, -122.364265
       156,Z00000156>,TLSBWD-  76              ,Zone - 53033   221                      ,Zone - 53033   221                      , 0, 0, 0,   47.770420, -122.340576
       157,Z00000157>,TLSBWD-  76              ,Zone - 53033   222                      ,Zone - 53033   222                      , 0, 0, 0,   47.770321, -122.317490
       158,Z00000158>,TLSBWD-  76              ,Zone - 53033   223                      ,Zone - 53033   223                      , 0, 0, 0,   47.768719, -122.296638
       159,Z00000159>,TLSBWD-  76              ,Zone - 53033   236                      ,Zone - 53033   236                      , 0, 0, 0,   47.763519, -122.276039
       160,Z00000160>,TLSBWD-  76              ,Zone - 53033   520                      ,Zone - 53033   520                      , 0, 0, 0,   47.735855, -121.936462
       161,Z00000161>,TLSBWD-  76              ,Zone - 53033   522                      ,Zone - 53033   522                      , 0, 0, 0,   47.678726, -121.817123
       162,Z00000162>,TLSBWD-  76              ,Zone - 53033   237                      ,Zone - 53033   237                      , 0, 0, 0,   47.765369, -122.259735
       163,Z00000163>,TLSBWD-  76              ,Zone - 53033   238                      ,Zone - 53033   238                      , 0, 0, 0,   47.762421, -122.233139
       164,Z00000164>,TLSBWD-  76              ,Zone - 53033   239                      ,Zone - 53033   239                      , 0, 0, 0,   47.762119, -122.213333
       165,Z00000165>,TLSBWD-  76              ,Zone - 53033   240                      ,Zone - 53033   240                      , 0, 0, 0,   47.764771, -122.195641
       166,Z00000166>,TLSBWD-  76              ,Zone - 53033   241                      ,Zone - 53033   241                      , 0, 0, 0,   47.765320, -122.172783
       167,Z00000167>,TLSBWD-  76              ,Zone - 53033   507                      ,Zone - 53033   507                      , 0, 0, 0,   47.756126, -122.149223
       168,Z00000168>,TLSBWD-  76              ,Zone - 53033   508                      ,Zone - 53033   508                      , 0, 0, 0,   47.755852, -122.126831
       169,Z00000169>,TLSBWD-  76              ,Zone - 53033   509                      ,Zone - 53033   509                      , 0, 0, 0,   47.764256, -122.084755
       170,Z00000170>,TLSBWD-  76              ,Zone - 53033   494                      ,Zone - 53033   494                      , 0, 0, 0,   47.759701, -122.037605
       171,Z00000171>,TLSBWD-  76              ,Zone - 53035   904                      ,Zone - 53035   904                      , 0, 0, 0,   47.730179, -122.589638
       172,Z00000172>,TLSBWD-  76              ,Zone - 53035   899                      ,Zone - 53035   899                      , 0, 0, 0,   47.724514, -122.728004
       173,Z00000173>,TLSBWD-  76              ,Zone - 53033   228                      ,Zone - 53033   228                      , 0, 0, 0,   47.759418, -122.369125
       174,Z00000174>,TLSBWD-  76              ,Zone - 53033   224                      ,Zone - 53033   224                      , 0, 0, 0,   47.759567, -122.313087
       175,Z00000175>,TLSBWD-  76              ,Zone - 53035   905                      ,Zone - 53035   905                      , 0, 0, 0,   47.754459, -122.516518
       176,Z00000176>,TLSBWD-  76              ,Zone - 53035   900                      ,Zone - 53035   900                      , 0, 0, 0,   47.709827, -122.677902
       177,Z00000177>,TLSBWD-  76              ,Zone - 53033   235                      ,Zone - 53033   235                      , 0, 0, 0,   47.754498, -122.289940
       178,Z00000178>,TLSBWD-  76              ,Zone - 53033   227                      ,Zone - 53033   227                      , 0, 0, 0,   47.756371, -122.348236
       179,Z00000179>,TLSBWD-  76              ,Zone - 53033   226                      ,Zone - 53033   226                      , 0, 0, 0,   47.755871, -122.331741
       180,Z00000180>,TLSBWD-  76              ,Zone - 53035   901                      ,Zone - 53035   901                      , 0, 0, 0,   47.747688, -122.634674
       181,Z00000181>,TLSBWD-  76              ,Zone - 53033   510                      ,Zone - 53033   510                      , 0, 0, 0,   47.748520, -122.097122
       182,Z00000182>,TLSBWD-  76              ,Zone - 53033   496                      ,Zone - 53033   496                      , 0, 0, 0,   47.746437, -122.038040
       183,Z00000183>,TLSBWD-  76              ,Zone - 53033   247                      ,Zone - 53033   247                      , 0, 0, 0,   47.745770, -122.199478
       184,Z00000184>,TLSBWD-  76              ,Zone - 53033   243                      ,Zone - 53033   243                      , 0, 0, 0,   47.743702, -122.165382
       185,Z00000185>,TLSBWD-  76              ,Zone - 53033   225                      ,Zone - 53033   225                      , 0, 0, 0,   47.752869, -122.313187
       186,Z00000186>,TLSBWD-  76              ,Zone - 53035   902                      ,Zone - 53035   902                      , 0, 0, 0,   47.742817, -122.660896
       187,Z00000187>,TLSBWD-  76              ,Zone - 53033   242                      ,Zone - 53033   242                      , 0, 0, 0,   47.741020, -122.180489
       188,Z00000188>,TLSBWD-  76              ,Zone - 53033   230                      ,Zone - 53033   230                      , 0, 0, 0,   47.744900, -122.368042
       189,Z00000189>,TLSBWD-  76              ,Zone - 53033   495                      ,Zone - 53033   495                      , 0, 0, 0,   47.744450, -122.068253
       190,Z00000190>,TLSBWD-  76              ,Zone - 53033   251                      ,Zone - 53033   251                      , 0, 0, 0,   47.742168, -122.256638
       191,Z00000191>,TLSBWD-  76              ,Zone - 53033   252                      ,Zone - 53033   252                      , 0, 0, 0,   47.742470, -122.228737
       192,Z00000192>,TLSBWD-  76              ,Zone - 53035   903                      ,Zone - 53035   903                      , 0, 0, 0,   47.732555, -122.631889
       193,Z00000193>,TLSBWD-  76              ,Zone - 53033   234                      ,Zone - 53033   234                      , 0, 0, 0,   47.741520, -122.285904
       194,Z00000194>,TLSBWD-  76              ,Zone - 53033   229                      ,Zone - 53033   229                      , 0, 0, 0,   47.741554, -122.355789
       195,Z00000195>,TLSBWD-  76              ,Zone - 53033   231                      ,Zone - 53033   231                      , 0, 0, 0,   47.741318, -122.334587
       196,Z00000196>,TLSBWD-  76              ,Zone - 53033   232                      ,Zone - 53033   232                      , 0, 0, 0,   47.741169, -122.312889
       197,Z00000197>,TLSBWD-  76              ,Zone - 53033   233                      ,Zone - 53033   233                      , 0, 0, 0,   47.742870, -122.307587
       198,Z00000198>,TLSBWD-  76              ,Zone - 53033   521                      ,Zone - 53033   521                      , 0, 0, 0,   47.709999, -121.957298
       199,Z00000199>,TLSBWD-  76              ,Zone - 53033   498                      ,Zone - 53033   498                      , 0, 0, 0,   47.714993, -122.048630
       200,Z00000200>,TLSBWD-  76              ,Zone - 53033   256                      ,Zone - 53033   256                      , 0, 0, 0,   47.713871, -122.247818
       201,Z00000201>,TLSBWD-  76              ,Zone - 53033   511                      ,Zone - 53033   511                      , 0, 0, 0,   47.720169, -122.143181
       202,Z00000202>,TLSBWD-  76              ,Zone - 53033   512                      ,Zone - 53033   512                      , 0, 0, 0,   47.723625, -122.124390
       203,Z00000203>,TLSBWD-  76              ,Zone - 53033   514                      ,Zone - 53033   514                      , 0, 0, 0,   47.724773, -122.097336
       204,Z00000204>,TLSBWD-  76              ,Zone - 53033   245                      ,Zone - 53033   245                      , 0, 0, 0,   47.726219, -122.182358
